Número na Processada	Nome do Museu	Natureza Administrativa	Instituição mantenedora	Endereço Visitação	Número Visitação	Complemento Visitação	Bairro Visitação	CEP Visitação	Município Visitação	UF Visitação	Longitude	Latitude	Endereço Correspondência	Número Correspondência	Complemento Correspondência	Caixa Postal	Bairro Correspondência	CEP Correspondência	Município Correspondência	UF Correspondência	Telefone	E-mail	Site	Antropologia e Etnografia	Arqueologia	Arquivístico	Artes Visuais	Ciências Naturais e História Natural	Ciência e Tecnologia	História	Imagem e Som	Virtual	Outros	2.3 -  Em relação à temática do museu, classifique a instituição em APENAS UMA   opção:	Ano de Abertura	Situação de funcionamento	Segunda_feira	Terça-feira	Quarta-feira	Quinta-feira	Sexta-feira	Sábado	Domingo	O ingresso ao Museu é cobrado?	Valor	[Bebedouro] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Estacionamento  ] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Guarda-volumes  ] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Livraria] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Loja] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Restaurante e/ou lanchonete] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Sanitário] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Teatro/Auditório ] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	3.5.1 - Capacidade do teatro/auditório (assentos):	O Museu promove visitas guiadas?	O Museu possui infraestrutura para recebimento de turistas estrangeiros?	3.6.1 - O museu dispõe de sinalização visual em outro(s) idioma(s)?	3.6.2 - O museu oferece material de divulgação impresso em outros idiomas?	3.6.3 - O museu oferece audioguia em outros idiomas?	3.6.4 - O museu dispõe de guia/monitor/mediador que fala outro idioma?	3.7 - O museu possui infraestrutura para atender visitantes que apresentam dificuldade de locomoção?	[Bebedouro adaptado] 3.7.1 - Especifique:	[Cadeira de rodas para uso do visitante] 3.7.1 - Especifique:	[Circuito de visitação adaptado] 3.7.1 - Especifique:	[Corrimãos nas escadas e nas rampas] 3.7.1 - Especifique:	Elevadores com cabine e portas de entrada acessíveis para pessoa portadora de deficiência ou com mobilidade reduzida	Rampa de acesso	sanitários adaptados com equipamentos e acessórios próprios	[Telefone público adaptado] 3.7.1 - Especifique:	Vagas exclusivas em estacionamento	[Vaga de estacionamento exclusiva para idosos] 3.7.1 - Especifique:	3.8 - O museu oferece instalações e serviços destinados às pessoas com deficiências auditivas e visuais?	[Guia multimídia (audioguia com monitor)] 3.8.1 - Especifique:	[Maquetes táteis ou mapas em relevo do museu] 3.8.1 - Especifique:	[Obras e reproduções táteis] 3.8.1 - Especifique:	[Piso tátil] 3.8.1 - Especifique:	sinalização em braile	[Tradutor de Linguagem Brasileira de Sinais (LIBRAS)] 3.8.1 - Especifique:	textos/etiquetas em braile com informações sobre os objetos em exposição	O Museu possui arquivo histórico?	O arquivo tem acesso ao público?	O Museu possui biblioteca?	A biblioteca tem acesso ao público?	1.3 -  CNPJ:	2.2  -  Em relação à sua atividade principal, indique a opção que melhor caracterize a instituição:	2.2.1 -  A instituição possui acervo:	2.5 - O museu é de caráter comunitário?	2.5.1 - A comunidade realiza atividades museológicas (inventário participativo, museografia...)?	2.6 - O Museu é:	2.7 - Com relação ao acervo, indique a opção que melhor caracterize a instituição:	2.7.1 -  O comodato/empréstimo está formalizado por meio de documento legal?	2.7.2 - Especifique, em meses , a duração do comodato/empréstimo (havendo mais de um contrato especificar o de maior duração):	2.8 - Com relação às exposições, indique a opção que melhor caracterize a instituição:	2.9 - O museu é itinerante?	2.9.1 -  O museu depende de recursos financeiros de outra instituição para a itinerância da exposição?	2.10 -  O museu possui também acervo material?	2.10.1 - Esse acervo encontra-se em exposição presencial?	[O museu NÃO possui acervo em exposições em núcleo edificado] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[A exposição do museu está no próprio território] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O museu possui núcleo(s) edificado(s) com acervo em exposição] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O museu possui núcleo edificado apenas como sede técnico administrativa] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O Museu NÃO possui núcleo edificado e NÃO possui sede técnico-administrativa] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O acervo do museu é composto de núcleos edificados] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	2.12 -  Identifique o tipo/categoria de manejo da Unidade de Conservação:	2.12.1 - Especifique:	2.12.2 - Especifique:	3.3 - O museu é aberto ao púbico em geral ou somente para públicos específicos?	4.1 - O museu possui instrumento de criação?	4.1.1 - Especifique instrumento de criação:	Nº e data da Lei:	Nº e data do Decreto-Lei:	Nº e data da Decreto:	Nº e data da Portaria:	Nº e data da Resolução:	Nº e data do Ata de Reunião:	Natureza do documento, número e data:	4.2 - O museu possui regimento interno?	4.3 -  O museu possui plano museológico?	6.6 - O museu possui política de aquisição de acervo?	6.7 - O museu possui política de descarte de acervo?
1.79.16.6220	Centro de Pesquisas Históricas e Cultura Popular - Museu Carlos Cleber	Outra  	-	Rua Antônio Paes de Lira	123	Próximo à Rodovia BR 232	Centro	55130-000	São Caitano	PE	-36.136523	-8.330724	Rua Antônio Paes de Lira	123	Próximo à Rodovia BR 232	    	Centro	55130-000	São Caitano	PE	(81) 9444-6655	  -  	  -  	1	2	NULL	3	4	5	6	7	NULL	NULL	-	2008	Aberto	08:00 - 12:00 / 14:00 - 18:00 / 18:00 - 21:00	08:00 - 12:00 / 14:00 - 18:00 / 18:00 - 21:00	08:00 - 12:00 / 14:00 - 18:00 / 18:00 - 21:00	08:00 - 12:00 / 14:00 - 18:00 / 18:00 - 21:00	08:00 - 12:00 / 14:00 - 18:00 / 18:00 - 21:00	8:00 - 18:00	8:00 - 18:00	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	S	N	-	N	-	-	-	-	-	-	N	-	N	S	S	S	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.79.27.6347	Museu Histórico Antonio Granemann de Souza	Pública Municipal  	-	Praça da República	20	 	Centro	89520-000	Curitibanos	SC	-50.5811	-27.28342	Praça da República	20	 	    	Centro	89520-000	Curitibanos	SC	(49) 3245-1239	mhags@ibest.com.br	  -  	1	2	NULL	3	4	NULL	6	7	NULL	NULL	-	1973	Aberto	08:30 - 17:00	08:30 - 17:00	08:30 - 17:00	08:30 - 17:00	08:30 - 17:00	09:00 - 16:00	09:00 - 11:00	N	0	-	-	-	-	-	-	-	-	-	S	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	S	S	S	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.79.38.8850	Parque Estadual do Forno Grande	Pública Estadual  	-	Rodovia BR 262 	s/n	    	Zona Rural	29360-000	Castelo	ES	-41.203531	-20.603744	Rodovia BR 262 km 0 	s/n	Antigo pátio Porto Velho - Instituto Estadual do meio Ambiente e Recursos Hídricos - IEMA	-	Jardim América	29140-500	Castelo	ES	(28) 9966-7550	pefg@iema.es.gov.br	www.iema.es.gov.br	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	08:00 - 17:30	08:00 - 17:30	08:00 - 17:30	08:00 - 17:30	08:00 - 17:30	08:00 - 17:30	08:00 - 17:30	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.79.49.0527	Parque Estadual da Serra do Conduru	Pública Estadual  	-	Rodovia BA 653, km 13 (Serra Grande)	s/n	    	  -  	  -  	Uruçuca	BA	-39.285453	-14.596724	Rua Ruy Barbosa	1008	-	-	Zildolância	45600-220	Uruçuca	BA	(73) 3211-8248 (SEMA - Agendamento) / (73) 3239-6043	cgpesc@gmail.com	www.meioambiente.ba.gov.br	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	1997	Aberto	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.79.85.4780	Planetário de Londrina	Pública Estadual  	-	Rua Benjamin Constant	800	    	Centro	8010-350	Londrina	PR	-51.169589	-23.30445	Rua Benjamin Constant	800	    	    	Centro	08010-350	Londrina	PR	(43) 3344-1145 / (43) 3326-0567	planetario@uel.br	www2.uel.br/cce/mct/planetario/	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	Mediante agendamento	Mediante agendamento	Mediante agendamento	Mediante agendamento	Mediante agendamento	Mediante agendamento	Não abre	N	0	-	-	-	-	-	-	-	-	-	S	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.80.02.1874	Museu de Malacologia Professor Maury Pinto de Oliveira	Pública Federal  	-	Instituto de Ciências Biológicas, Universidade Federal de Juiz de Fora, Cidade Universitário.	s/n	    	Martelos	36036-900	Juiz de Fora	MG	-43.369238	-21.773489	Instituto de Ciências Biológicas, Universidade Federal de Juiz de Fora, Cidade Universitária	s/n	    	    	Martelos	36036-900	Juiz de Fora	MG	(32) 3229-3221	malaco.icb@ufjf.edu.br	www.malaco.icb.ufjf.br	NULL	NULL	NULL	NULL	4	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	08:00 - 12:00 / 14:00 - 18:00	08:00 - 12:00 / 14:00 - 18:00	08:00 - 12:00 / 14:00 - 18:00	08:00 - 12:00 / 14:00 - 18:00	08:00 - 12:00 / 14:00 - 18:00	Não abre	Não abre	N	0	-	-	-	-	-	-	-	-	-	S	S	-	-	-	-	-	-	-	-	-	N	N	S	-	N	-	-	-	-	-	-	N	-	N	S	N	S	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.80.28.1124	Ponto de Memória Museu Indígena Kanindé	Privada  	-	Sítio Fernandes	s/n	s/c	Zona Rural	62762-000	Aratuba	CE	-	-	Sítio Fernandes	s/n	-	    	Zona Rural	62762-000	Aratuba	CE	(85) 8615-2600 / (85) 9762-9589 / (85) 9173-6659	mkindio@gmail.com	mkindio.blogspot.com	1	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Antropologia e Arqueologia	1995	Aberto	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 16:00	08:00 - 14:00	N	Contribuição Voluntária.	Sim	Sim	Não	Não	Não	Não	Sim	Não	N/A	S	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	S	S		Museu	N/A	Sim	Sim	Museu de Território/Ecomuseu	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Não	Sim	Sim	-	Não	Sim	N/A	N/A	N/A	Para público em geral	Não	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Não	Sim	Sim	Não
1.80.41.7769	Centro de Visitação do IBAMA	Não informada  	-	Rua Bruno Filgueira	s/n	    	Centro	83390-000	Guaraqueçaba	PR	-48.3209	-25.307547	Rua Bruno Filgueira	s/n	    	    	Centro	83390-000	Guaraqueçaba	PR	(41) 3482-1262 / (41) 3360-6100	  -  	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	Não abre	Não abre	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.80.51.9700	Museu Histórico Municipal Irene Zuchetto Ramos	Pública Municipal  	-	Rua Padre Anchieta	72	    	Centro	97970-000	Roque Gonzales	RS	-55.027148	-28.130158	Rua Padre Anchieta	72	    	    	Centro	97970-000	Roque Gonzales	RS	(55) 3365-1000 / (55) 3365-1233	projetos@roquegonzales-rs.com.br	www.roquegonzales-rs.com.br	1	2	NULL	3	4	5	6	7	NULL	NULL	-	2002	Aberto	08:00 - 11:30 / 13:30 - 17:00	08:00 - 11:30 / 13:30 - 17:00	08:00 - 11:30 / 13:30 - 17:00	08:00 - 11:30 / 13:30 - 17:00	08:00 - 11:30 / 13:30 - 17:00	Não abre	Não abre	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	S	N	-	N	-	-	-	-	-	-	N	-	N	S	S	S	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.80.53.0836	Museu Municipal de Pinhal Grande	Pública Municipal  	-	Avenida José Batistela	650	Casa	Limeira	98150-000	Pinhal Grande	RS	-53.321181	-29.345488	Avenida José Batistela	650	Casa	    	Limeira	98150-000	Pinhal Grande	RS	(55) 3278-1123	culturaeturismo@pinhalgrande.rs.gov.br	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	História	1999	Aberto	07:30 - 11:30 / 13:00 - 17:30	07:30 - 11:30 / 13:00 - 17:30	07:30 - 11:30 / 13:00 - 17:30	07:30 - 11:30 / 13:00 - 17:30	07:00 - 13:00 	Não abre	Não abre	N	-	Sim	Não	Não	Não	Não	Não	Sim	Não	N/A	N	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	N	N	94.444.346/0001-22	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui SOMENTE exposição de longa duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Lei	Nº 589  Data 10/03/1999	N/A	N/A	N/A	N/A	N/A	N/A	Sim	Não	Não	Não
1.80.95.2584	Seringal Museu Capitão Ciríaco	Pública Municipal  	-	Avenida Doutor Pereira Passos	225	    	06 de Agosto	69901-010	Rio Branco	AC	-67.824903	-9.975374	Avenida Doutor Pereira Passos	225	    	    	06 de Agosto	69901-010	Rio Branco	AC	(68) 3224-2503 / (68) 3224-7941	  -  	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	1994	Aberto	08:00 - 12:00 / 14:00 - 18:00	08:00 - 12:00 / 14:00 - 18:00	08:00 - 12:00 / 14:00 - 18:00	08:00 - 12:00 / 14:00 - 18:00	08:00 - 12:00 / 14:00 - 18:00	Não abre	Não abre	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.81.10.5410	Museu e Arquivo Histórico Professor Hermann Wegermann	Pública Municipal  	-	Avenida Konrad Adenauer	355	Parque Municipal Rudolfo Arno Goldhardt	Moinho Velho	98280-000	Panambi	RS	-53.506689	-28.290097	Avenida Konrad Adenauer	355	Parque Municipal Rudolfo Arno Goldhardt	    	Moinho Velho	98280-000	Panambi	RS	(55) 3375-3292 / (55) 3376-9100	museu@panambi.rs.gov.br	www.mahp-panambi.rs.gov.br; https://www.facebook.com/museuarquivohistorico.panambi?fref=ts	1	NULL	NULL	NULL	4	5	6	7	NULL	NULL	História	1968	Aberto	Não abre	08:00 - 12:00 / 13:30 - 17:30	08:00 - 12:00/ 13:30 - 17:30	08:00 - 12:00/ 13:30 - 17:30	08:00 - 12:00/ 13:30 - 17:30	Mediante agendamento	Mediante agendamento	N	 	Não	Não	Não	Não	Não	Não	Não	Não	N/A	S	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	N	N	88.702.089/0001-89	Arquivo	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Lei	1.020 8/11/1989	N/A	N/A	N/A	N/A	N/A	N/A	Sim	Não	Sim	Não
1.81.32.3035	Museu do Colégio Nossa Senhora da Conceição	Não informada  	-	Rua Paissandu	889	    	  -  	99010-100	Passo Fundo	RS	-52.409632	-28.258052	Rua Paissandu	889	    	    	    	99010-100	Passo Fundo	RS	(54) 3311-4411 (Ramal 38)	  -  	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.81.45.2443	Jardim Botânico da Universidade Federal Rural do Rio de Janeiro	Pública Federal  	-	Rodovia BR 465, km 7	s/n	Campus Universitário	  -  	23890-000	Seropédica	RJ	-43.675904	-22.756643	Rodovia BR 465 km 7	s/n	Campus Universitário	    	    	23890-000	Seropédica	RJ	(21) 3787-4028 / (21) 2682-1210 (Ramal 4712)	brrural@ufrrj.br	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	07:30 - 11:30 / 13:00 - 17:00	07:30 - 11:30 / 13:00 - 17:00	07:30 - 11:30 / 13:00 - 17:00	07:30 - 11:30 / 13:00 - 17:00	07:30 - 11:30 / 13:00 - 17:00	Não abre	Não abre	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.81.57.6970	Casa de Cultura João Ribeiro	Privada  	-	Rua João Ribeiro	s/n	-	Centro	49170-000	Laranjeiras	SE	-37.169039	-10.803829	Rua João Ribeiro	s/n	-	    	Centro	49170-000	Laranjeiras	SE	(79) 3281-1123	ccjr@cultura.se.gov.br	cultura.se.gov.br	NULL	NULL	NULL	3	NULL	NULL	6	NULL	NULL	NULL	História	1974	Aberto	Não abre	09:00 - 14:00	09:00 - 14:00	09:00 - 14:00	09:00 - 14:00	09:00 - 14:00	09:00 - 14:00	S	R$ 5,00. Estudantes pagam meia entrada. Crianças, terceira idade, escolas e militares são isentos de pagamento.	Sim	Não	Não	Não	Não	Não	Não	Não	N/A	S	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	N	N	13.128.798/0015-07	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Decreto-Lei	N/A	Nº 2.726. Novembro de 1973	N/A	N/A	N/A	N/A	N/A	Sim	Não	Sim	Não
1.81.72.6683	Museu Municipal Padre Paulo Bortolini	Pública Municipal  	-	Distrito de Sede Aurora	s/n	    	  -  	98230-000	Quinze de Novembro	RS	-53.101624	-28.747039	Distrito de Sede Aurora	s/n	    	    	    	98230-000	Quinze de Novembro	RS	  -  	  -  	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.81.88.4112	Museu Regional de Vitória da Conquista - Casa Henriqueta Prates	Pública Estadual  	-	Praça Tancredo Neves	114	-	Centro	45015-210	Vitória da Conquista	BA	-40.837579	-14.849343	Praça Tancredo Neves	114	-	    	Centro	45015-210	Vitória da Conquista	BA	(77) 3422-2559	museuregional.uesb@gmail.com	  -  	NULL	NULL	NULL	3	NULL	NULL	NULL	7	NULL	NULL	História	1992	Aberto	08:00 - 12:00 / 14:00 - 17:30	08:00 - 12:00 / 14:00 - 17:30	08:00 - 12:00 / 14:00 - 17:30	08:00 - 12:00 / 14:00 - 17:30	08:00 - 12:00 / 14:00 - 17:30	Não abre	14:00 - 17:00	N	 	Sim	Não	Não	Não	Não	Não	Sim	Não	N/A	S	S	Sim	Sim	Não	Não	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	S	S	13.069.489/0001-08	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Decreto	N/A	N/A	01/1991, de 07/11/1991	N/A	N/A	N/A	N/A	Sim	Sim	Sim	Sim
1.81.93.2580	Museu do Sertão (Petrolina)	Pública Municipal  	-	Rua Esmelinda Brandão	s/n	    	Centro	56304-640	Petrolina	PE	-40.503102	-9.38908	Rua Esmelinda Brandão	s/n	    	    	Centro	56304-640	Petrolina	PE	(87) 3862-1943	  -  	  -  	NULL	2	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	-	1973	Aberto	09:00 - 17:30	09:00 - 17:30	09:00 - 17:30	09:00 - 17:30	09:00 - 17:30	08:00 - 17:30	08:00 - 17:30	N	0	-	-	-	-	-	-	-	-	-	S	N	-	-	-	-	-	-	-	-	-	N	S	N	-	S	-	-	-	-	-	-	S	-	N	S	S	S	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.82.18.1686	Museu do Xapury	Pública Estadual  	-	Rua Coronel Brandão	156	    	Centro	69930-000	Xapuri	AC	-68.498863	-10.653565	Rua Coronel Brandão	156	    	    	Centro	69930-000	Xapuri	AC	(68) 3222-7269 / (68) 3223-9688 / (68) 9984-3070 (Fundação Elias Mansour)	  -  	  -  	1	2	NULL	3	NULL	NULL	6	NULL	NULL	NULL	-	2005	Aberto	Não abre	08:00 - 18:00	08:00 - 18:00	08:00 - 18:00	08:00 - 12:00	16:00 - 21:00	16:00 - 21:00	N	0	-	-	-	-	-	-	-	-	-	S	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.82.30.7517	Parque Estadual da Serra do Mar	Pública Estadual  	-	Rodovia Cunha-Paraty, km 56,2	s/n	20 km de estrada de terra até a entrada do Parque	  -  	12530-000	Cunha	SP	-44.957997	-23.073592	Praça Midair José Teodoro	101	-	-	Falcão	12530-000	Cunha	SP	(12) 3111-1818 / (12) 3111-2353	pesm.cunha@fflorestal.sp.gov.br	www.fflorestal.sp.gov.br	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.82.60.4986	Reserva Florestal Adolpho Ducke	Não informada  	-	km 26 da Estrada Manaus - Rodovia AM-010	s/n	    	  -  	69048-660	Itacoatiara	AM	-58.445372	-3.138971	Estrada Manaus km 26 - Rodovia AM 010	s/n	    	    	    	69048-660	Itacoatiara	AM	(92) 3643-3252 / (92) 3643-3365 / (92) 9164-7373 	ruben@inpa.gov.br	www.inpa.gov.br	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	08:00 - 18:00 	08:00 - 18:00 	08:00 - 18:00 	08:00 - 18:00 	08:00 - 18:00 	Não abre	Não abre	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1.82.93.4314	Associação Casa Museu Maria da Conceição Rebouças	Privada  	-	Comunidade Morro Pintado	s/n	-	Morro Pintado	62810-000	Icapuí	CE	-	-	Comunidade Morro Pintado	s/n	-	    	Morro Pintado	62810-000	Icapuí	CE	(85) 9457-4026	casamuseu_icapui@hotmail.com	http://pt-br.facebook.com/pages/Casa-Museu-MCR/374781102664531	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Artes, Arquitetura e Linguística	2010	Aberto	Mediante agendamento	Mediante agendamento	Mediante agendamento	Mediante agendamento	Mediante agendamento	Mediante agendamento	Mediante agendamento	N	-	Não	Não	Não	Não	Não	Não	Não	Não	N/A	S	N	N/A	N/A	N/A	N/A	Sim	Não	Não	Não	Não	N	S	N	Não	N	Não	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	N	N	188.081.45/0001-89	Museu	N/A	Sim	Sim	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Não	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Sim	Sim	Não	Não
